epoch,train_loss,eval_loss,eval_top1,eval_top5,lr
36,0.7637500220384353,0.15821373115380605,97.81333334147135,99.93833333333333,0.0005040891027705074
37,0.7608647344968258,0.15754173057874044,97.97500000406902,99.94166666666666,0.0004939663738941671
38,0.7602055586301364,0.14294594274361927,98.45666666666666,99.95833333333333,0.000483705074355574
39,0.7571926407324963,0.13443157352606455,98.46166667073568,99.97,0.00047331533081851064
40,0.7536212410682287,0.14888566000461578,98.205,99.965,0.0004628073967054791
41,0.7510691269850119,0.1401883001168569,98.37666666666667,99.965,0.00045219164207881097
42,0.7546732532672393,0.13414186645746232,98.76166666666667,99.965,0.00044147854340666686
43,0.7431217760611804,0.13588867305914562,98.65000000406901,99.96333333333334,0.0004306786732240285
44,0.7407531614486987,0.13723151601155598,98.53,99.96,0.0004198026896988817
45,0.7357503608251229,0.13624206526676813,98.52,99.955,0.0004088613261138924
46,0.7332787547356043,0.13307724401156107,98.67833333333333,99.955,0.00039786538027395237
47,0.733148095699457,0.13783624002933503,98.71500000406901,99.955,0.0003868257038500487
48,0.7286568609567788,0.14084187433719636,98.51333333333334,99.94666666666667,0.0003757531916699758
49,0.731531230150125,0.14234645708401997,98.58333333333333,99.94,0.00036465877096645454
50,0.7289579076644702,0.13637159900665283,98.835,99.96,0.0003535533905932738
51,0.7262038645071861,0.13014976545572282,98.81666666666666,99.96166666666667,0.0003424480102200931
52,0.7245390919538645,0.12192837307055791,98.955,99.96666666666667,0.0003313535895165719
53,0.7130759378274282,0.12799055356582006,98.865,99.96833333333333,0.0003202810773364989
54,0.719679855230527,0.12247058793703715,98.95333333740234,99.975,0.00030924140091259536
55,0.7147048063767262,0.13261708303689956,98.88666666666667,99.96166666666667,0.0002982454550726552
56,0.7128177708540208,0.1255106998403867,99.02333333333333,99.96666666666667,0.000287304091487666
57,0.7088265986014635,0.12240492571194966,98.97833333333334,99.95833333333333,0.0002764281079625193
58,0.7032923293419373,0.12477439979712168,99.035,99.96666666666667,0.0002656282377798807
59,0.7070530477242593,0.12503298877080282,99.05833333333334,99.96666666666667,0.00025491513910773676
60,0.7057176891045692,0.12583130596876144,99.05666666666667,99.94666666666667,0.00024429938448106863
61,0.6972229473101788,0.12611737306118012,99.00166667480468,99.96166666666667,0.0002337914503680371
62,0.6982279623166109,0.12191641095479329,99.095,99.96666666666667,0.00022340170683097374
63,0.697409998300748,0.1219300662835439,99.13,99.96,0.0002131404072923804
64,0.6910348410789783,0.11767574321031571,99.21666667073568,99.94833333333334,0.00020301767841604028
65,0.6892375087126708,0.12320576860109965,99.10833333333333,99.96,0.00019304351011322225
66,0.6887943778282557,0.11908622568448385,99.20333333333333,99.96333333333334,0.00018322774568384526
67,0.6827505808610183,0.12383666933377584,99.22833333333334,99.96166666666667,0.0001735800721023297
68,0.6826704896413363,0.11857492429018021,99.19166666666666,99.965,0.00016411001045772247
69,0.6848899841308593,0.11707173922459284,99.21166666666667,99.96833333333333,0.00015482690655753274
70,0.6809585902935419,0.11932090166807174,99.22166666666666,99.955,0.0001457399217045471
71,0.6766747124684163,0.1216210804104805,99.20666666666666,99.95666666666666,0.00013685802365573035
72,0.6755771053143037,0.11774603659709294,99.27,99.96333333333334,0.00012818997777213235
73,0.6693027910513756,0.11566636155049007,99.235,99.95166666666667,0.00011974433836853429
74,0.6732550990887177,0.11691089574495951,99.26,99.95,0.00011152944027137294
75,0.6687827208103277,0.11645174956321716,99.32166666666667,99.965,0.00010355339059327379
76,0.6657949239779741,0.11523064729770024,99.29666666666667,99.95166666666667,9.582406073230888e-05
77,0.665766930885804,0.11488852252960205,99.29,99.95,8.834907860387752e-05
78,0.6670657046330281,0.117323031214873,99.29,99.95833333333333,8.113582111287522e-05
79,0.6631437997023265,0.11663084534406662,99.31,99.95666666666666,7.419140687357824e-05
80,0.663415178274497,0.11358568881352743,99.32333333333334,99.96166666666667,6.752268918443165e-05
81,0.6609268481914814,0.11665887672106424,99.34333333333333,99.96333333333334,6.113624926467047e-05
82,0.6575830922676966,0.11517017934719721,99.32166666666667,99.95833333333333,5.503838975945136e-05
83,0.655586238243641,0.11343188418944676,99.32333333333334,99.955,4.923512851990225e-05
84,0.6576802962865584,0.11457559664646784,99.32333333333334,99.96166666666667,4.373219266423069e-05
85,0.6559061440137717,0.11433067108790079,99.34833333333333,99.96,3.853501292574855e-05
86,0.6511380518094088,0.11327128599087398,99.35,99.96333333333334,3.364871829339461e-05
87,0.6539440167255891,0.11487064026594163,99.36166666666666,99.95833333333333,2.9078130950041506e-05
88,0.6504718008713845,0.11488397581179936,99.37,99.96166666666667,2.4827761513583347e-05
89,0.6493258699392661,0.11547841672499974,99.375,99.95833333333333,2.0901804585500728e-05
90,0.6536164785042787,0.11590604961315791,99.35166666666667,99.955,1.7304134611295115e-05
91,0.6510745502435245,0.11575175594886145,99.35,99.955,1.403830205687909e-05
92,0.650011815627416,0.11703035413026809,99.365,99.95833333333333,1.1107529904695084e-05
93,0.6492930500935286,0.11358417781194051,99.355,99.96,8.514710473020866e-06
94,0.648175041950666,0.11348794416983922,99.375,99.96333333333334,6.262402561600643e-06
95,0.650106731744913,0.11479938019514084,99.36666666666666,99.96166666666667,4.352828926418648e-06
96,0.6498100876808166,0.11418310461044312,99.36666666666666,99.965,2.787874086107071e-06
97,0.646932587868128,0.11477189662853876,99.34666666666666,99.95666666666666,1.569082462154033e-06
98,0.6479411395696494,0.11442232443888982,99.35833333333333,99.96,6.976568547459088e-07
99,0.6497180865361141,0.11636751752297084,99.37,99.95666666666666,1.744572557486978e-07
